incident_number,incident_summary,model_prediction,ground_truth,strategy,model_lat,model_lon,model_geocoded_state,model_geocoded_district,human_lat,human_lon,human_geocoded_state,human_geocoded_district,baseline_lat,baseline_lon,dist_model_baseline_km,dist_human_baseline_km,dist_model_human_km
312301502,"A number of arms and ammunition were recovered from a forested patch near Bhusapur in Dantewada District following a gun battle between the Police and the CPI-Maoist. According to the Police, based on intelligence inputs regarding presence of insurgents in the jungles of Awapalli, a contingent of District Police and District Reserve Group was sent to the area. Seven muzzle guns, country made gun, pipe bomb, wire, detonators, live rounds of 315 bore gun, Maoist literature and other items of daily use were seized from the spot.","state: Chhattisgarh, district: Dantewada, village: Bhusapur","state: Chhattisgarh, district: Dantewada, village: Bhusapur, other_locations: Awapalli",comma_delimited,18.4450635,80.7916908,Chhattisgarh,Bastar Division,18.5808885,80.7722509,Chhattisgarh,Bastar Division,18.5809,80.7723,15.242082653706586,0.005330729284660902,15.241510864550122
301011601,"Two CPI-Maoist cadres were killed and three others arrested in Kutul area of Abujhmarh in Narayanpur District. ""The District Reserve Guard (DRG) of Narayanpur District Police recovered two dead bodies of uniformed Maoists and apprehended three Maoists during an anti-Maoist operation in Kutul area of Maoists' undeclared capital Abujhmarh today. Seven weapons, including a 303 rifle, were recovered,"" said IGP, Bastar Range, S.R.P. Kalluri.","state: Chhattisgarh, district: Narayanpur, other_locations: Abujhmarh","state: Chhattisgarh, district: Narayanpur, village: Kutul, other_locations: Abujhmarh",comma_delimited,19.7195568,81.2471973,Chhattisgarh,Bastar Division,19.520174,81.0353389,Chhattisgarh,Bastar Division,19.5310669,81.1739,22.320806314480187,14.571678181819005,31.367394748535418
301021601,"Three youths from Pune, identified as Adarsh Patil, Vilas Valake and Shrikrushna Shewale who were on a peace cycle rally from Pune to Malkangiri in Odisha were allegedly abducted by Maoists in Bijapur District. Bastar Range IGP SRP Kalluri said, ""Though there were inputs about abduction of four youths, later it was confirmed they were three. Hailing from Pune they went missing from thick forested region on Basaguda area in Bijapur district and were last traced on December 28.""","state: Chhattisgarh, district: Bijapur, other_locations: Basaguda","state: Chhattisgarh, district: Bijapur, other_locations: Basaguda",comma_delimited,18.5846998,80.9140647,Chhattisgarh,Bastar Division,18.5846998,80.9140647,Chhattisgarh,Bastar Division,18.524351,80.837227,10.518471290253224,10.518471290253224,0.0
801021601,CRPF and District Armed Force personnel conducted a raid in Beyand village under Manika Police Station limits in Latehar District and arrested an 'area commander' of CPI-Maoist,"state: Jharkhand, district: Latehar, village: Beyand, other_locations: Manika","state: Jharkhand, district: Latehar, village: Beyand, other_locations: Manika",comma_delimited,23.7463215,84.5091102,Jharkhand,Palamu Division,23.7463215,84.5091102,Jharkhand,Palamu Division,23.86377777777778,84.35619444444444,20.312406718960123,20.312406718960123,0.0
1401021601,The CPI-Maoist cadres set ablaze eight pieces of machinery used in road construction work at Sirigidi in Nuapada District. The contracting company that has undertaken the project had parked the machinery at the construction site. Around 15 armed cadres came to the site and asked the labourers to leave the camp. They also snatched their mobile phones.,"state: Odisha, district: Nuapada, village: Sirigidi","state: Odisha, district: Nuapada, village: Sirigidi, other_locations: Nuapada",comma_delimited,20.879273,82.37108599999999,Chhattisgarh,Raipur Division,20.879273,82.37108599999999,Chhattisgarh,Raipur Division,20.5071,82.6051,48.01214523805814,48.01214523805814,0.0
301041602,One Maoist was arrested by Sukma District Police from Kerlapal area of the District.,"state: Chhattisgarh, district: Sukma, other_locations: Kerlapal","state: Chhattisgarh, district: Sukma, other_locations: Kerlapal",comma_delimited,18.3119882,81.59293559999999,Chhattisgarh,Bastar Division,18.3119882,81.59293559999999,Chhattisgarh,Bastar Division,18.421059,81.556801,12.713481278317017,12.713481278317017,0.0
201041601,"Two powerful cane bombs were recovered by SFs from a forest in Chando village in Gaya District. During a combing operation against CPI-Maoist, the CoBRA unit and the District Police recovered two powerful cane bombs, weighing five kilograms each, from the forest area.","state: Bihar, district: Gaya, village: Chando","state: Bihar, district: Gaya, other_locations: Chando",comma_delimited,24.7913957,85.0002336,Bihar,Magadh Division,24.7913957,85.0002336,Bihar,Magadh Division,24.459916666666665,84.99594444444445,36.86133656381633,36.86133656381633,0.0
801041601,"Jharkhand Police killed two cadres including 'one top commander' of PLFI in an operation at Mahabuang in Simdega District. They are yet to be identified. An AK-47 and one .315 rifle were recovered from them,"" DIG South Chhotanagpur zone Arun Kumar Singh said.","state: Jharkhand, district: Simdega, village: Mahabuang","state: Jharkhand, district: Simdega, other_locations: Mahabuang",comma_delimited,22.7222098,84.9531416,Jharkhand,South Chotanagpur Division,22.7222098,84.9531416,Jharkhand,South Chotanagpur Division,22.72063888888889,84.95644444444444,0.3811418242349892,0.3811418242349892,0.0
801041602,Two persons having suspected links with PLFI were abducted and killed by PLFI cadres in Khunti District. They abducted the two from Sondari village under Torpa Police Station limits on the intervening night of January 4 and 5 and shot them dead. According to the villagers the victims had links with PLFI and were suspected to have been killed for snapping ties with it.,"state: Jharkhand, district: Khunti, village: Sondari, other_locations: Torpa","state: Jharkhand, district: Khunti, village: Sondari (Sundari), other_locations: Torpa",comma_delimited,22.9700036,85.18422269999999,Jharkhand,South Chotanagpur Division,22.9727415,85.18512659999999,Jharkhand,South Chotanagpur Division,22.969805555555556,85.18388888888889,0.04065561672972263,0.3501911167190714,0.3181941030772606
101040801,"A squad member of the CPI-Maoist, identified as D. Srinu alias Vikram, who planned to extort INR One milion from businessmen in the Rangareddy District was arrested from Vanasthalipuram locality in the capital city of Hyderabad. Cyberabad Police Commissioner, S. Prabhakar Reddy, told that Srinu had earlier collected INR 10,000 from the businessman in Vanasthalipuram in December 2007.","state: Andhra Pradesh, district: Hyderabad, other_locations: Hyderabad, Vanasthalipuram locality","state: Andhra Pradesh, district: Rangareddy, village: Vanasthalipuram, other_locations: Hyderabad",comma_delimited,17.406498,78.47724389999999,Telangana,,17.3317096,78.5753592,Telangana,,,,,,13.32577916972862
201051601,"A team of STF and Saran District Police of Bihar arrested nine cadres of the CPI-Maoist, including a woman 'area commander' from Doriganj in Saran District","state: Bihar, district: Saran, village: Doriganj","state: Bihar, district: Saran, village: Doriganj",comma_delimited,25.7326814,84.83202849999999,Bihar,Saran Division,25.7326814,84.83202849999999,Bihar,Saran Division,25.73680555555556,84.83311111111111,0.47123217129942224,0.47123217129942224,0.0
1401051602,"Suspected CPI-Maoist cadres killed a businessman, identified as Bapi Samanta, at Dandabadi village under Boipariguda Police Limits in Koraput District.","state: Odisha, district: Koraput, village: Dandabadi, other_locations: Boipariguda","state: Odisha, district: Koraput, village: Dandabadi, other_locations: Boipariguda",comma_delimited,18.7227488,82.2094242,Odisha,Southern Division,18.7227488,82.2094242,Odisha,Southern Division,18.7227,82.2094,0.005994983839790216,0.005994983839790216,0.0
301051604,A group of SFs personnel had a close save as Maoists detonated a powerful pipe bomb blast in Bijapur District. No one was injured in the blast. The Maoists exploded the pipe bomb near Tarrem village under Basaguda Police Station limits when a team of CoBRA personnel was patrolling in the region.,"state: Chhattisgarh, district: Bijapur, village: Tarrem, other_locations: Basaguda","state: Chhattisgarh, district: Bijapur, village: Tarrem",comma_delimited,18.5081912,81.00379869999999,Chhattisgarh,Bastar Division,18.5081912,81.00379869999999,Chhattisgarh,Bastar Division,18.524351,80.837227,17.65479281453161,17.65479281453161,0.0
101051601,"A group of CPI-Maoist cadres have allegedly beaten to death a Girijan, identified as Pangi Sivayya of Boosiputtu village in Munchingput mandal of Visakhapatnam District. According to reports reaching the victim's home, he was taken away and beaten to death near Sariapalli, a nearby village. He was branded as a 'Police informer'.","state: Andhra Pradesh, district: Visakhapatnam, village: Boosiputtu, other_locations: Munchingput, Sariapalli","state: Andhra Pradesh, district: Visakhapatnam",comma_delimited,17.6973801,83.29902539999999,Andhra Pradesh,,17.6973801,83.29902539999999,Andhra Pradesh,,,,,,0.0
301051602,A huge cache of explosives including 28 petrol bombs was recovered during a search operation by security personnel in Gariyaband District in restive forests of Karlajhar village.,"state: Odisha, district: Gariyaband, village: Karlajhar","state: Chhattisgarh, district: Gariyaband, village: Karlajhar, other_locations: Gariyaband",comma_delimited,30.2708322,76.15083849999999,Punjab,Patiala Division,20.6347897,82.0614974,Chhattisgarh,Raipur Division,20.6348,82.0615,1224.2494042355938,0.001176831423390608,1224.250291778019
101061601,"The Araku Valley Police arrested Y. Gowri (45), an employee with Lakcon Construction Company, for trying to supply 10 walkie-talkie sets and about one kilogram of gold to CPI-Maoist, near Araku junction in Visakhapatnam District.","state: Andhra Pradesh, district: Visakhapatnam, other_locations: Araku valley","state: Andhra Pradesh, district: Visakhapatnam",comma_delimited,18.3222315,82.88015949999999,Andhra Pradesh,,17.6973801,83.29902539999999,Andhra Pradesh,,,,,,82.39793666225145
301061601,"Two CPI-Maoist cadres, Renga Shankraiyya (30) and Sukman Kursam (27) were arrested from Awapalli Police Station area in Bijapur District.","state: Chhattisgarh, district: Bijapur, other_locations: Awapalli","state: Chhattisgarh, district: Bijapur, other_locations: Awapalli Police Station",comma_delimited,18.5808885,80.7722509,Chhattisgarh,Bastar Division,18.5808885,80.7722509,Chhattisgarh,Bastar Division,18.524351,80.837227,9.29723650763048,9.29723650763048,0.0
1401071601,"Cadres of the CPI-Maoist set ablaze construction equipment at Nuadihi village near Dublabahal under Melchamunda Police Station limits in Bargarh District. According to reports, 25 armed cadres arrived at the office of a contractor, who is laying road under Biju Expressway on Sohela-Nuapada stretch in Nuadihi village, woke up the labourers who were sleeping in the camp and sought petrol after identifying themselves as Maoists.","state: Odisha, district: Bargarh, village: Nuadihi, other_locations: Dublabahal","state: Odisha, district: Bargarh, village: Nuadihi, other_locations: Malchhamunda police station",comma_delimited,21.0802644,83.2104426,Odisha,Northern Division,21.0896737,83.2419019,Odisha,Northern Division,20.9973,83.0657,17.628305910459485,20.97341259063284,3.4275023957883355
201081601,"Four CPI-Maoist cadres were killed while one trooper of the CoBRA received bullet injury in an encounter between SFs and Maoists at village Bandh Gorya under Dhibra Police Station area in Aurangabad District. SFs also recovered four weapons including one AK-47, one carbine and two pistols from possession of the Maoist.","state: Bihar, district: Aurangabad, village: Bandh Gorya, other_locations: Dhibra","state: Bihar, district: Aurangabad, village: Bandh Gorya, other_locations: Dhibra Police Station",comma_delimited,24.5718367,84.3988806,Bihar,Magadh Division,24.5806815,84.3780304,Bihar,Magadh Division,24.57247222222222,84.39752777777778,0.1539777604831495,2.1726643457839816,2.326508416542332
801081601,CPI-Maoist 'area commander' Uday Ganjhu was arrested from Niri forests of Keredari block in Hazaribagh District.,"state: Jharkhand, district: Hazaribagh, other_locations: Keredari, Niri forests","state: Jharkhand, district: Hazaribagh, other_locations: Keredari, Niri",comma_delimited,23.8652745,85.09216479999999,Jharkhand,North Chotanagpur Division,23.8652745,85.09216479999999,Jharkhand,North Chotanagpur Division,23.795722222222224,85.13766666666668,9.012936470241062,9.012936470241062,0.0
801081603,"A CPI-Maoist training camp was busted by a joint team of CRPF and Khunti District Police in Arki block of the District following a brief encounter with the Maoists in the afternoon. ""The team had busted the camp on Friday evening, but by the time we collected all the recovered items it was late night,"" Khunti SP Anish Gupta said. ASP (Operations) PR Mishra said ""Targeting the advancing party, Maoists opened fire. None of the bullets, however, hit our men."" After the Maoists left, Police searched the area and found a 1,000m codex wire, many electric wires, 25 can bombs, one tiffin bomb, two pressure cooker bombs and four LGP cylinders. Two of the LPG cylinders were wrapped in codex wire. ""The Maoists use LPG cylinders to make powerful bombs. One bomb is enough to blow up a police vehicle,"" said Police.","state: Jharkhand, district: Khunti, other_locations: Arki","state: Jharkhand, district: Khunti, other_locations: Arki",comma_delimited,23.0009809,85.532898,Jharkhand,South Chotanagpur Division,23.0009809,85.532898,Jharkhand,South Chotanagpur Division,23.008055555555558,85.53308333333334,0.7868944794999686,0.7868944794999686,0.0
301081602,"Veko Budhru (25), active as LGS 'deputy commander' in Bhairamgarh area committee was arrested in Dantewada District. The CPI-Maoist cadres allegedly set on fire four vehicles of a private firm engaged in a road construction work in Dantewada District. The incident occurred at a remote Muskel village under Dantewada Police Station limits where work on construction of a road was underway, Dantewada SP Kamlochan Kashyap said.","state: Chhattisgarh, district: Dantewada, village: Muskel","state: Chhattisgarh, district: Dantewada, village: Muskel",comma_delimited,18.8998486,81.34743,Chhattisgarh,Bilaspur Division,18.8998486,81.34743,Chhattisgarh,Bilaspur Division,18.83275795,81.4883,16.59397057599477,16.59397057599477,0.0
301081601,"Four CPI-Maoist cadres, including a 'commander', were arrested from two different locations in the Bastar region of Chhattisgarh. Three rebels, who were involved in setting vehicles on fire at Hahaladdi iron ore mine, were arrested from Karremarka village in Kanker District, a senior Police official said. Those arrested were identified as Budheshwar Netam (25), Dharmuram (28) and Somji Nareti (20).","state: Chhattisgarh, district: Kanker, village: Karremarka, other_locations: Bastar","state: Chhattisgarh, district: Kanker, village: Karremarka",comma_delimited,19.079802,80.572204,Chhattisgarh,Bastar Division,19.079802,80.572204,Chhattisgarh,Bastar Division,20.005707,80.902107,108.60475730602163,108.60475730602163,0.0
1401081601,"Two BSF personnel were killed and another sustained injuries in landmine blast triggered by the CPI-Maoist in an area near Kaliajhula forests under Boipariguda Police limits in Koraput District. Sources said the Maoists, who had killed a local trader, Bapi Samant (37), late on January 7, had planted landmines anticipating movement of the SFs. When the news of the killing was reported, the BSF sent in a team to comb the area. A 30-member team was combing the forests when the Maoists triggered the landmines.","state: Odisha, district: Koraput, other_locations: Boipariguda, Kaliajhula forests","state: Odisha, district: Koraput, other_locations: Boipariguda, Kaliajhula forests",comma_delimited,18.751105,82.4332952,Odisha,Southern Division,18.751105,82.4332952,Odisha,Southern Division,18.7511,82.4333,0.0007513614932191415,0.0007513614932191415,0.0
801081602,"SFs exchanged fire with cadres of the CPI-Maoist at Kurunga forests under Arki Police Station area in Khunti District. After the encounter, the SFs recovered 36 IEDs from the encounter site. ""Four 14kg gas cylinders, four 5kg gas cylinders, two pressure cookers and 24 milk cans of 250ml capacity were used to prepare the IEDs. Apart from the IEDs, 20kg of cordex wire, which is used to connect the IEDs with exploders, were also recovered. There were 600 rounds of live cartridges besides one INSAS (Indian Small Arms System) rifles, one .303 rifle and one .315 rifle,"" SP Anish Kumar Gupta said.","state: Jharkhand, district: Khunti, other_locations: Arki, Kurunga forests","state: Jharkhand, district: Khunti, other_locations: Arki, Kurunga",comma_delimited,23.0009809,85.532898,Jharkhand,South Chotanagpur Division,23.0009809,85.532898,Jharkhand,South Chotanagpur Division,22.860972222222223,85.50363888888889,15.853981054612108,15.853981054612108,0.0
101080801,"The CPI-Maoist cadres killed D. Ramaswamy, a leader of the Telangana Rashtra Samiti (TRS) party, at Baavurugonda village in the Koththaguda mandal of Warangal District.","state: Andhra Pradesh, district: Warangal, village: Baavurugonda, other_locations: Koththaguda","state: Andhra Pradesh, district: Warangal, village: Baavurugonda, other_locations: Koththaguda",comma_delimited,17.9692624,79.59263039999999,Telangana,,17.9692624,79.59263039999999,Telangana,,17.463555555555555,78.38058333333332,140.15606763967057,140.15606763967057,0.0
801091601,"A suspected Naxal identified as Baleshwar Soren, was arrested from an abandoned airport at Chakulia in Ghatsila Sub-division of East Singhbhum District. The OIC of Chakulia Police Station Dilip Paswan said a country-made pistol and LWE literature were recovered from his possession. Soren was having links with Kanu Munda-led squad of the CPI-Maoist, said the Police official.","state: Jharkhand, district: East Singhbhum, village: Chakulia, other_locations: Ghatsila","state: Jharkhand, district: East Singhbhum, other_locations: Ghatsila",comma_delimited,22.5862036,86.47731739999999,Jharkhand,Kolhan Division,22.5862036,86.47731739999999,Jharkhand,Kolhan Division,22.586416666666665,86.473,0.4438850625896976,0.4438850625896976,0.0
1401101601,"A powerful IED, suspected to be planted by the CPI-Maoist, was recovered from Adava Police Station limits in Gajapati District. The bomb in a tiffin box was located near Paniganda forest beat house when the security personnel involved in combing operation in the region came across a suspicious-looking wire protruding from below the ground.","state: Odisha, district: Gajapati, other_locations: Adava, Paniganda forest beat house","state: Odisha, district: Gajapati, other_locations: Paniganda, Adava Police Station limits",comma_delimited,19.4961244,84.1778016,Odisha,Southern Division,19.6097504,84.1171249,Odisha,Southern Division,19.488,84.1771,0.9063806138117358,14.925587525488078,14.14412952433545
201111601,"CPI-Maoist cadres have set ablaze four road construction equipments machines engaged in the construction of State Highway 69 linking the State capital Patna with Dumaria, Araria District, in Gaya District.","state: Bihar, district: Patna, village: Dumaria, other_locations: Araria","state: Bihar, district: Gaya",comma_delimited,25.5940947,85.1375645,Bihar,Patna Division,24.7913957,85.0002336,Bihar,Magadh Division,,,,,90.31929516558402
1401111601,A CPI-Maoist camp was busted by the SFs following an exchange of fire in Kholibhitar inside Sunabeda Wildlife Sanctuary in Nuapada District. There was no casualty on either side. Nuapada Superintendent of Police (SP) Pinak Mishra said there was a group of 20 to 25 Maoists in the camp and it managed to escape under the cover of darkness.,"state: Odisha, district: Nuapada, village: Kholibhitar, other_locations: Sunabeda Wildlife Sanctuary","state: Odisha, district: Nuapada, village: Kholibhitar, other_locations: Sunabeda Wildlife Sanctuary",comma_delimited,20.4610494,82.49201219999999,Odisha,Southern Division,20.4610494,82.49201219999999,Odisha,Southern Division,18.7299,82.8317,195.75602943488744,195.75602943488744,0.0
801121601,"An encounter took place between SFs personnel and the CPI-Maoist cadres in Danglapahar forest area of Ghatshila Sub-division in East Singhbhum District. The SFs on receiving information about the presence of Maoist Kanu Munda in the jungle area raided the Danglapahar spot but failed to arrest any suspected Maoist. The team comprising District Police and Central Reserve Police Force (CRPF) personnel found towel, torch and clothes among other things from the site.","state: Jharkhand, district: East Singhbhum, other_locations: Ghatshila, Danglapahar forest","state: Jharkhand, district: East Singhbhum, other_locations: Danglapahar",comma_delimited,22.5862036,86.47731739999999,Jharkhand,Kolhan Division,22.4866756,86.49965460000001,Jharkhand,Kolhan Division,22.586416666666665,86.473,0.4438850625896976,11.423557424093845,11.302284133968536
801121602,"A CPI-Maoist 'area committee member' identified as Vikas Parahiya who had actively worked for the Maoists for the past six years or so and was involved in several ambushes, was arrested from Chhipadohar area of Latehar District. A rifle and cartridges were recovered from Vikas.","state: Jharkhand, district: Latehar, other_locations: Chhipadohar","state: Jharkhand, district: Latehar, other_locations: Chhipadohar",comma_delimited,23.8178135,84.1936203,Jharkhand,Palamu Division,23.8178135,84.1936203,Jharkhand,Palamu Division,23.8175,84.19361111111111,0.03487213950620705,0.03487213950620705,0.0
